student_id,exam_center_id,subject,year,quarter,score,grade
1,1,Math,2005,1,41,D
1,1,Spanish,2005,1,51,C
1,1,German,2005,1,39,D
1,1,Physics,2005,1,35,D
1,1,Biology,2005,1,53,C
1,1,Philosophy,2005,1,73,B
1,1,Modern Art,2005,1,32,E
1,1,History,2005,1,43,D
1,1,Geography,2005,1,54,C
1,1,Classics,2005,1,60,C
2,1,English,2005,1,55,C
2,1,Math,2005,1,98,A+
2,1,Spanish,2005,1,63,B
2,1,German,2005,1,75,A
2,1,Italian,2005,1,43,D
2,1,Chemistry,2005,1,26,E
2,1,Biology,2005,1,90,A+
2,1,Modern Art,2005,1,55,C
2,1,History,2005,1,63,B
2,1,Geography,2005,1,36,D
2,1,Classics,2005,1,42,D
3,1,English,2005,1,71,B
3,1,French,2005,1,53,C
3,1,German,2005,1,53,C
3,1,Physics,2005,1,5,X
3,1,Biology,2005,1,75,A
3,1,Modern Art,2005,1,52,C
3,1,History,2005,1,43,D
3,1,Classics,2005,1,53,C
4,1,English,2005,1,55,C
4,1,French,2005,1,21,E
4,1,German,2005,1,65,B
4,1,Italian,2005,1,98,A+
4,1,Chemistry,2005,1,51,C
4,1,Philosophy,2005,1,57,C
4,1,Modern Art,2005,1,57,C
4,1,History,2005,1,35,D
4,1,Classics,2005,1,48,D
5,1,Math,2005,1,56,C
5,1,French,2005,1,68,B
5,1,Spanish,2005,1,70,B
5,1,German,2005,1,74,B
5,1,Italian,2005,1,33,E
5,1,Chemistry,2005,1,30,E
5,1,Biology,2005,1,56,C
5,1,Philosophy,2005,1,12,X
5,1,History,2005,1,46,D
5,1,Geography,2005,1,31,E
5,1,Classics,2005,1,35,D
6,1,English,2005,1,75,A
6,1,French,2005,1,96,A+
6,1,Spanish,2005,1,81,A
6,1,Italian,2005,1,62,B
6,1,Physics,2005,1,73,B
6,1,Biology,2005,1,35,D
6,1,Philosophy,2005,1,49,D
6,1,Modern Art,2005,1,54,C
6,1,Geography,2005,1,69,B
6,1,Classics,2005,1,93,A+
7,1,Math,2005,1,97,A+
7,1,Spanish,2005,1,41,D
7,1,German,2005,1,40,D
7,1,Italian,2005,1,69,B
7,1,Chemistry,2005,1,53,C
7,1,Biology,2005,1,53,C
7,1,Modern Art,2005,1,59,C
7,1,History,2005,1,64,B
7,1,Classics,2005,1,38,D
8,1,English,2005,1,64,B
8,1,Math,2005,1,20,E
8,1,French,2005,1,17,X
8,1,Spanish,2005,1,65,B
8,1,German,2005,1,87,A
8,1,Italian,2005,1,53,C
8,1,Physics,2005,1,95,A+
8,1,Biology,2005,1,55,C
8,1,Philosophy,2005,1,92,A+
8,1,History,2005,1,59,C
8,1,Geography,2005,1,45,D
8,1,Classics,2005,1,58,C
9,1,English,2005,1,44,D
9,1,Math,2005,1,51,C
9,1,Spanish,2005,1,52,C
9,1,Italian,2005,1,59,C
9,1,Physics,2005,1,94,A+
9,1,Chemistry,2005,1,31,E
9,1,Biology,2005,1,53,C
9,1,Philosophy,2005,1,40,D
9,1,History,2005,1,54,C
9,1,Classics,2005,1,51,C
10,1,English,2005,1,70,B
10,1,French,2005,1,36,D
10,1,Spanish,2005,1,50,C
10,1,Italian,2005,1,65,B
10,1,Physics,2005,1,49,D
10,1,Chemistry,2005,1,61,C
10,1,Biology,2005,1,56,C
10,1,Modern Art,2005,1,51,C
10,1,History,2005,1,56,C
10,1,Classics,2005,1,30,E
11,1,Math,2005,1,50,C
11,1,French,2005,1,26,E
11,1,German,2005,1,61,C
11,1,Italian,2005,1,57,C
11,1,Physics,2005,1,74,B
11,1,Chemistry,2005,1,46,D
11,1,Biology,2005,1,65,B
11,1,Philosophy,2005,1,65,B
11,1,History,2005,1,57,C
11,1,Classics,2005,1,39,D
12,1,English,2005,1,79,A
12,1,French,2005,1,67,B
12,1,Spanish,2005,1,54,C
12,1,Italian,2005,1,65,B
12,1,Chemistry,2005,1,76,A
12,1,Biology,2005,1,56,C
12,1,Philosophy,2005,1,43,D
12,1,History,2005,1,60,C
12,1,Classics,2005,1,47,D
13,1,English,2005,1,57,C
13,1,Math,2005,1,65,B
13,1,French,2005,1,41,D
13,1,German,2005,1,52,C
13,1,Physics,2005,1,52,C
13,1,Biology,2005,1,55,C
13,1,Philosophy,2005,1,73,B
13,1,History,2005,1,67,B
13,1,Classics,2005,1,69,B
14,1,English,2005,1,59,C
14,1,French,2005,1,88,A
14,1,Spanish,2005,1,73,B
14,1,German,2005,1,63,B
14,1,Italian,2005,1,52,C
14,1,Chemistry,2005,1,81,A
14,1,Biology,2005,1,53,C
14,1,Philosophy,2005,1,53,C
14,1,Modern Art,2005,1,78,A
14,1,History,2005,1,70,B
14,1,Geography,2005,1,34,E
14,1,Classics,2005,1,53,C
15,1,Math,2005,1,59,C
15,1,French,2005,1,6,X
15,1,Spanish,2005,1,58,C
15,1,German,2005,1,96,A+
15,1,Italian,2005,1,53,C
15,1,Physics,2005,1,19,X
15,1,Chemistry,2005,1,0,X
15,1,Biology,2005,1,73,B
15,1,Philosophy,2005,1,58,C
15,1,History,2005,1,67,B
15,1,Geography,2005,1,30,E
16,1,Math,2005,1,90,A+
16,1,Spanish,2005,1,31,E
16,1,Italian,2005,1,82,A
16,1,Physics,2005,1,37,D
16,1,Chemistry,2005,1,58,C
16,1,Philosophy,2005,1,51,C
16,1,History,2005,1,21,E
16,1,Geography,2005,1,26,E
17,1,Math,2005,1,18,X
17,1,French,2005,1,71,B
17,1,German,2005,1,54,C
17,1,Physics,2005,1,66,B
17,1,Chemistry,2005,1,55,C
17,1,Biology,2005,1,61,C
17,1,Philosophy,2005,1,47,D
17,1,History,2005,1,48,D
17,1,Geography,2005,1,37,D
17,1,Classics,2005,1,61,C
18,1,English,2005,1,60,C
18,1,French,2005,1,9,X
18,1,Spanish,2005,1,60,C
18,1,Italian,2005,1,56,C
18,1,Physics,2005,1,46,D
18,1,Chemistry,2005,1,96,A+
18,1,Philosophy,2005,1,20,E
18,1,Modern Art,2005,1,42,D
18,1,History,2005,1,79,A
18,1,Geography,2005,1,66,B
19,1,Math,2005,1,55,C
19,1,French,2005,1,24,E
19,1,German,2005,1,59,C
19,1,Italian,2005,1,44,D
19,1,Physics,2005,1,56,C
19,1,Chemistry,2005,1,47,D
19,1,Philosophy,2005,1,69,B
19,1,History,2005,1,59,C
19,1,Classics,2005,1,47,D
20,1,English,2005,1,60,C
20,1,Math,2005,1,50,C
20,1,French,2005,1,45,D
20,1,German,2005,1,33,E
20,1,Italian,2005,1,38,D
20,1,Physics,2005,1,40,D
20,1,Biology,2005,1,87,A
20,1,Philosophy,2005,1,59,C
20,1,Modern Art,2005,1,86,A
20,1,Geography,2005,1,69,B
21,1,English,2005,1,73,B
21,1,Math,2005,1,54,C
21,1,French,2005,1,87,A
21,1,Spanish,2005,1,91,A+
21,1,German,2005,1,93,A+
21,1,Italian,2005,1,52,C
21,1,Chemistry,2005,1,83,A
21,1,Philosophy,2005,1,4,X
21,1,Modern Art,2005,1,58,C
21,1,History,2005,1,62,B
21,1,Geography,2005,1,81,A
21,1,Classics,2005,1,50,C
22,1,Math,2005,1,56,C
22,1,Spanish,2005,1,46,D
22,1,German,2005,1,67,B
22,1,Italian,2005,1,34,E
22,1,Chemistry,2005,1,93,A+
22,1,Philosophy,2005,1,60,C
22,1,History,2005,1,84,A
22,1,Geography,2005,1,64,B
22,1,Classics,2005,1,55,C
23,1,Math,2005,1,47,D
23,1,Spanish,2005,1,58,C
23,1,German,2005,1,37,D
23,1,Physics,2005,1,24,E
23,1,Chemistry,2005,1,53,C
23,1,Biology,2005,1,59,C
23,1,Modern Art,2005,1,72,B
23,1,History,2005,1,56,C
23,1,Geography,2005,1,75,A
24,1,Math,2005,1,52,C
24,1,Spanish,2005,1,58,C
24,1,German,2005,1,98,A+
24,1,Italian,2005,1,43,D
24,1,Physics,2005,1,40,D
24,1,Biology,2005,1,58,C
24,1,Philosophy,2005,1,90,A+
24,1,Modern Art,2005,1,77,A
24,1,Geography,2005,1,71,B
24,1,Classics,2005,1,62,B
25,1,Math,2005,1,53,C
25,1,French,2005,1,93,A+
25,1,Spanish,2005,1,36,D
25,1,Italian,2005,1,57,C
25,1,Physics,2005,1,60,C
25,1,Chemistry,2005,1,59,C
25,1,Philosophy,2005,1,60,C
25,1,Modern Art,2005,1,60,C
25,1,Geography,2005,1,58,C
26,1,English,2005,1,61,C
26,1,Math,2005,1,52,C
26,1,French,2005,1,56,C
26,1,German,2005,1,22,E
26,1,Physics,2005,1,1,X
26,1,Chemistry,2005,1,58,C
26,1,Biology,2005,1,32,E
26,1,Philosophy,2005,1,47,D
26,1,Modern Art,2005,1,45,D
26,1,Geography,2005,1,50,C
27,1,Math,2005,1,75,A
27,1,Spanish,2005,1,56,C
27,1,German,2005,1,55,C
27,1,Italian,2005,1,62,B
27,1,Physics,2005,1,48,D
27,1,Chemistry,2005,1,75,A
27,1,Philosophy,2005,1,69,B
27,1,Modern Art,2005,1,56,C
27,1,History,2005,1,86,A
27,1,Geography,2005,1,57,C
28,1,English,2005,1,38,D
28,1,French,2005,1,50,C
28,1,Spanish,2005,1,64,B
28,1,German,2005,1,64,B
28,1,Italian,2005,1,40,D
28,1,Physics,2005,1,65,B
28,1,Chemistry,2005,1,61,C
28,1,Biology,2005,1,94,A+
28,1,Philosophy,2005,1,63,B
28,1,Modern Art,2005,1,23,E
28,1,History,2005,1,84,A
28,1,Geography,2005,1,52,C
28,1,Classics,2005,1,11,X
29,1,Math,2005,1,31,E
29,1,French,2005,1,22,E
29,1,Spanish,2005,1,47,D
29,1,German,2005,1,70,B
29,1,Physics,2005,1,35,D
29,1,Chemistry,2005,1,80,A
29,1,Biology,2005,1,54,C
29,1,Modern Art,2005,1,89,A
29,1,Geography,2005,1,51,C
30,1,English,2005,1,46,D
30,1,French,2005,1,52,C
30,1,German,2005,1,51,C
30,1,Italian,2005,1,46,D
30,1,Physics,2005,1,59,C
30,1,Biology,2005,1,54,C
30,1,Philosophy,2005,1,52,C
30,1,Modern Art,2005,1,94,A+
30,1,History,2005,1,20,E
30,1,Classics,2005,1,66,B
31,1,Math,2005,1,33,E
31,1,Spanish,2005,1,60,C
31,1,German,2005,1,57,C
31,1,Physics,2005,1,40,D
31,1,Biology,2005,1,53,C
31,1,Philosophy,2005,1,57,C
31,1,Modern Art,2005,1,95,A+
31,1,History,2005,1,49,D
31,1,Geography,2005,1,60,C
31,1,Classics,2005,1,57,C
32,1,Math,2005,1,36,D
32,1,Spanish,2005,1,72,B
32,1,German,2005,1,49,D
32,1,Italian,2005,1,48,D
32,1,Physics,2005,1,68,B
32,1,Chemistry,2005,1,74,B
32,1,Biology,2005,1,53,C
32,1,Modern Art,2005,1,53,C
32,1,History,2005,1,84,A
32,1,Geography,2005,1,69,B
32,1,Classics,2005,1,23,E
33,1,English,2005,1,75,A
33,1,Math,2005,1,70,B
33,1,Spanish,2005,1,51,C
33,1,Italian,2005,1,48,D
33,1,Physics,2005,1,79,A
33,1,Biology,2005,1,94,A+
33,1,Modern Art,2005,1,57,C
33,1,History,2005,1,90,A+
33,1,Classics,2005,1,91,A+
34,1,Math,2005,1,25,E
34,1,French,2005,1,84,A
34,1,Spanish,2005,1,61,C
34,1,Italian,2005,1,49,D
34,1,Physics,2005,1,23,E
34,1,Chemistry,2005,1,52,C
34,1,Biology,2005,1,79,A
34,1,Modern Art,2005,1,79,A
34,1,Geography,2005,1,77,A
34,1,Classics,2005,1,28,E
35,1,English,2005,1,98,A+
35,1,Math,2005,1,51,C
35,1,French,2005,1,67,B
35,1,Spanish,2005,1,35,D
35,1,German,2005,1,58,C
35,1,Italian,2005,1,29,E
35,1,Physics,2005,1,58,C
35,1,Chemistry,2005,1,87,A
35,1,Philosophy,2005,1,78,A
35,1,Modern Art,2005,1,58,C
35,1,History,2005,1,55,C
35,1,Geography,2005,1,20,E
35,1,Classics,2005,1,58,C
36,1,Math,2005,1,76,A
36,1,Spanish,2005,1,57,C
36,1,Italian,2005,1,86,A
36,1,Physics,2005,1,68,B
36,1,Chemistry,2005,1,66,B
36,1,Biology,2005,1,55,C
36,1,Philosophy,2005,1,60,C
36,1,History,2005,1,56,C
36,1,Geography,2005,1,62,B
37,1,English,2005,1,51,C
37,1,Math,2005,1,58,C
37,1,French,2005,1,56,C
37,1,German,2005,1,65,B
37,1,Italian,2005,1,44,D
37,1,Chemistry,2005,1,58,C
37,1,Philosophy,2005,1,54,C
37,1,Modern Art,2005,1,60,C
37,1,Geography,2005,1,66,B
38,1,Math,2005,1,29,E
38,1,French,2005,1,73,B
38,1,German,2005,1,52,C
38,1,Physics,2005,1,54,C
38,1,Biology,2005,1,67,B
38,1,Modern Art,2005,1,68,B
38,1,History,2005,1,24,E
38,1,Classics,2005,1,84,A
39,1,English,2005,1,24,E
39,1,Math,2005,1,70,B
39,1,Spanish,2005,1,36,D
39,1,Italian,2005,1,41,D
39,1,Chemistry,2005,1,88,A
39,1,Philosophy,2005,1,23,E
39,1,History,2005,1,61,C
39,1,Geography,2005,1,35,D
39,1,Classics,2005,1,50,C
40,1,English,2005,1,54,C
40,1,Math,2005,1,55,C
40,1,French,2005,1,97,A+
40,1,Spanish,2005,1,32,E
40,1,Italian,2005,1,91,A+
40,1,Physics,2005,1,51,C
40,1,Chemistry,2005,1,96,A+
40,1,Philosophy,2005,1,71,B
40,1,Modern Art,2005,1,50,C
40,1,Geography,2005,1,25,E
40,1,Classics,2005,1,45,D
41,1,English,2005,1,78,A
41,1,Math,2005,1,51,C
41,1,French,2005,1,43,D
41,1,Spanish,2005,1,87,A
41,1,Italian,2005,1,66,B
41,1,Chemistry,2005,1,48,D
41,1,Philosophy,2005,1,30,E
41,1,Modern Art,2005,1,51,C
41,1,Geography,2005,1,55,C
41,1,Classics,2005,1,59,C
42,1,English,2005,1,91,A+
42,1,Math,2005,1,43,D
42,1,Spanish,2005,1,48,D
42,1,Italian,2005,1,57,C
42,1,Physics,2005,1,51,C
42,1,Biology,2005,1,60,C
42,1,Philosophy,2005,1,57,C
42,1,Modern Art,2005,1,51,C
42,1,History,2005,1,54,C
42,1,Classics,2005,1,6,X
43,1,English,2005,1,33,E
43,1,Math,2005,1,74,B
43,1,Spanish,2005,1,59,C
43,1,German,2005,1,58,C
43,1,Physics,2005,1,43,D
43,1,Chemistry,2005,1,64,B
43,1,Biology,2005,1,91,A+
43,1,Modern Art,2005,1,72,B
43,1,History,2005,1,51,C
43,1,Geography,2005,1,52,C
44,1,English,2005,1,51,C
44,1,French,2005,1,94,A+
44,1,Spanish,2005,1,43,D
44,1,Italian,2005,1,49,D
44,1,Chemistry,2005,1,38,D
44,1,Philosophy,2005,1,57,C
44,1,History,2005,1,55,C
44,1,Geography,2005,1,40,D
44,1,Classics,2005,1,61,C
45,1,Math,2005,1,26,E
45,1,Spanish,2005,1,48,D
45,1,German,2005,1,62,B
45,1,Italian,2005,1,86,A
45,1,Chemistry,2005,1,54,C
45,1,Philosophy,2005,1,60,C
45,1,Modern Art,2005,1,44,D
45,1,Geography,2005,1,10,X
45,1,Classics,2005,1,55,C
46,1,Math,2005,1,42,D
46,1,Spanish,2005,1,78,A
46,1,German,2005,1,77,A
46,1,Italian,2005,1,47,D
46,1,Chemistry,2005,1,5,X
46,1,Biology,2005,1,58,C
46,1,Philosophy,2005,1,46,D
46,1,History,2005,1,73,B
46,1,Geography,2005,1,67,B
46,1,Classics,2005,1,58,C
47,1,English,2005,1,66,B
47,1,French,2005,1,58,C
47,1,Spanish,2005,1,74,B
47,1,Italian,2005,1,98,A+
47,1,Chemistry,2005,1,33,E
47,1,Biology,2005,1,25,E
47,1,Philosophy,2005,1,35,D
47,1,Modern Art,2005,1,50,C
47,1,History,2005,1,63,B
47,1,Geography,2005,1,92,A+
48,1,English,2005,1,36,D
48,1,Math,2005,1,74,B
48,1,French,2005,1,74,B
48,1,German,2005,1,57,C
48,1,Italian,2005,1,53,C
48,1,Physics,2005,1,80,A
48,1,Biology,2005,1,95,A+
48,1,Philosophy,2005,1,28,E
48,1,History,2005,1,41,D
48,1,Classics,2005,1,38,D
49,1,English,2005,1,57,C
49,1,Math,2005,1,91,A+
49,1,Spanish,2005,1,61,C
49,1,German,2005,1,50,C
49,1,Italian,2005,1,41,D
49,1,Physics,2005,1,38,D
49,1,Chemistry,2005,1,50,C
49,1,Biology,2005,1,57,C
49,1,Philosophy,2005,1,74,B
49,1,Modern Art,2005,1,42,D
49,1,Geography,2005,1,22,E
49,1,Classics,2005,1,53,C
50,1,English,2005,1,24,E
50,1,Math,2005,1,50,C
50,1,French,2005,1,87,A
50,1,German,2005,1,72,B
50,1,Italian,2005,1,65,B
50,1,Physics,2005,1,50,C
50,1,Chemistry,2005,1,81,A
50,1,Philosophy,2005,1,16,X
50,1,Modern Art,2005,1,62,B
50,1,History,2005,1,67,B
50,1,Geography,2005,1,74,B
